user_location,user_created,date,text,flag
,2012-12-17 04:35:27,2020-12-11 02:54:33,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-06-29 17:09:40,2020-12-11 02:54:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"🏠Texas, ❤️ Philly",2008-10-17 02:38:17,2020-12-11 02:51:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Behind you,2020-09-29 02:29:23,2020-12-11 02:54:05,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2011-08-16 00:23:07,2020-12-11 02:51:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-03-19 11:30:36,2020-12-11 02:51:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
chair,2014-11-22 22:22:20,2020-12-11 02:51:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-12-25 18:47:08,2020-12-11 02:51:24,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-11-02 04:25:06,2020-12-11 02:51:57,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-12-07 07:39:34,2020-12-11 02:52:18,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Francisco, CA",2019-11-13 17:26:52,2020-12-11 00:45:59,"RT @KTVU: Tesla CEO Elon Musk says he's moved out of California, where he's lived for some two decades,  and is now a resident of Texas. 
h…",positive
,2020-12-07 07:42:13,2020-12-11 02:52:39,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-03-15 12:18:10,2020-12-11 02:53:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Morioh-Cho, S City",2017-12-23 12:05:35,2020-12-11 02:53:10,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Singapore,2019-05-16 14:21:19,2020-12-11 02:53:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-16 05:18:22,2020-12-11 02:53:24,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-01-26 10:54:03,2020-12-11 02:53:40,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
She/They,2015-03-28 18:42:13,2020-12-11 02:53:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Not Where I Want To Be.,2016-02-07 19:21:46,2020-12-11 02:53:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
groves tx,2011-12-20 03:09:16,2020-12-11 03:17:43,RT @discord: here are some beautiful photos of said tesla to go along with these legal terms: https://t.co/F95kM095GN https://t.co/zYjbF4xa…,positive
,2020-07-19 00:47:31,2020-12-11 03:18:20,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Texas, USA",2019-01-02 15:44:14,2020-12-11 04:07:13,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Waverly, OH ",2018-09-09 17:48:15,2020-12-11 03:50:04,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-02-11 22:22:56,2020-12-11 03:48:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
home,2019-10-07 20:38:08,2020-12-11 03:48:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Somewhere in the fog,2016-12-21 13:15:30,2020-12-11 03:48:45,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-01-19 22:40:15,2020-12-11 03:49:15,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-04-16 23:21:46,2020-12-11 03:49:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Ontario, Canada",2016-12-05 22:43:14,2020-12-11 03:49:39,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-11-03 15:09:39,2020-12-11 03:49:43,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-05-22 23:20:02,2020-12-11 03:50:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"VSI Hq in Wichita Falls, Tx",2012-11-09 04:47:32,2020-12-11 03:52:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-11-08 05:16:25,2020-12-11 03:50:59,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Seattle, WA",2018-07-31 20:06:05,2020-12-11 03:51:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Anselmo, Ca",2009-12-01 04:00:58,2020-12-11 03:51:18,"tesla, Bezos, Gates, airlines, ad infinitum...ZERO PROFIT without the WORKERS",positive
,2019-03-23 23:53:04,2020-12-11 03:51:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Netherlands,2015-08-19 15:59:26,2020-12-11 03:51:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Chapter 2,2016-12-18 03:54:27,2020-12-11 03:52:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-08-07 03:04:01,2020-12-11 03:52:13,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Somewhere,2017-06-01 03:14:20,2020-12-11 03:47:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-04-18 11:02:06,2020-12-11 03:46:38,"RT @EVAdoptionTweet: 2 OEMs will likely account for nearly 90% of US BEV sales in 2020.

Buyers of BEVs from these 2 OEMs (Tesla-4) and (GM…",positive
"Oakland, CA",2020-09-20 17:30:39,2020-12-11 03:44:55,"@DAScarano @adamhousley Just where do you think these Chinese are working?  Google, Tesla, Youtube, and Twitter...they literally are flooding us with the Chinese...they are everywhere and they are NEW to this country",positive
,2010-06-06 02:05:36,2020-12-11 03:44:33,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
California ,2013-09-22 02:43:19,2020-12-11 03:40:46,@ImMikeFairbanks @DAHCanuck @nytimes Rumors of Tesla buying up its own product don’t seem to help. Wall Street does appear to be wary of Tesla.,positive
Los Angeles,2020-11-15 20:11:55,2020-12-11 03:40:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United Kingdom,2017-08-15 10:39:03,2020-12-11 03:41:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Barcelona,2020-11-15 20:12:07,2020-12-11 03:41:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-05-08 15:04:31,2020-12-11 03:42:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
USA,2020-11-15 20:12:11,2020-12-11 03:42:01,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Glen Rose Tx,2020-05-04 20:30:52,2020-12-11 03:42:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Spain but the S is silent,2017-07-14 08:27:37,2020-12-11 03:42:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-04-26 15:44:44,2020-12-11 03:42:24,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Cebu City, Central Visayas",2019-07-15 16:24:03,2020-12-11 03:42:31,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
mom's basement,2018-08-02 05:36:01,2020-12-11 03:42:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-31 19:01:20,2020-12-11 03:42:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Antonio, TX",2010-08-01 14:06:30,2020-12-11 03:43:10,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-03 03:37:15,2020-12-11 03:43:10,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-03-22 20:32:38,2020-12-11 03:43:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Arlington, VA",2017-11-24 18:49:28,2020-12-11 03:52:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Francisco, CA",2012-05-28 00:07:53,2020-12-11 03:53:02,Tesla stock about to rip https://t.co/1MMrNIKMQ7,positive
"Øttawa, Øntariø",2015-03-03 03:01:28,2020-12-11 03:18:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-06-23 21:50:03,2020-12-11 04:04:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
東京 足立区,2012-06-01 17:53:23,2020-12-11 04:01:57,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
CutieBoop Island,2011-03-15 01:05:15,2020-12-11 04:02:19,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-02-08 03:14:49,2020-12-11 04:02:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-16 19:39:41,2020-12-11 04:02:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Japan, DDLC, Salvato Universe",2016-03-17 15:26:51,2020-12-11 04:02:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"California, USA",2016-01-14 04:37:48,2020-12-11 04:02:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
In a pretzel bag,2017-08-28 18:54:23,2020-12-11 04:03:06,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
South Carolina,2019-11-23 18:53:14,2020-12-11 04:04:37,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Baltimore, MD",2015-08-18 17:41:38,2020-12-11 03:53:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-04-22 23:27:16,2020-12-11 04:05:17,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-11-01 02:00:02,2020-12-11 04:05:37,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-07 22:51:49,2020-12-11 04:06:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Loving my friends,2019-06-30 06:01:18,2020-12-11 04:06:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Earth,2014-09-11 02:54:59,2020-12-11 04:06:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Florida, USA",2019-01-29 20:59:14,2020-12-11 04:06:57,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-05-26 02:10:55,2020-12-11 04:07:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-01-24 00:05:41,2020-12-11 04:01:34,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-02 22:00:49,2020-12-11 04:01:20,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
